id,dress_id,barcode,size_discount_percentage,size_discount_active,status,sold_at,returned_at,created_at,updated_at
23,12,2500023,7.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
24,12,2500024,13.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
25,13,2500025,15.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
26,13,2500026,14.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
27,14,2500027,4.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
28,14,2500028,4.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
29,15,2500029,14.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
30,15,2500030,3.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
31,16,2500031,10.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
32,16,2500032,6.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
33,17,2500033,8.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
34,17,2500034,6.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
35,18,2500035,7.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
36,18,2500036,9.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
37,19,2500037,15.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
38,19,2500038,1.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
39,20,2500039,5.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
40,20,2500040,14.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
41,21,2500041,15.00,0,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
42,21,2500042,2.00,1,available,,,"2025-07-13 21:37:07","2025-07-13 21:37:07"
43,22,2500043,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
44,22,2500044,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
45,23,2500045,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
46,23,2500046,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
47,24,2500047,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
48,24,2500048,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
49,25,2500049,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
50,25,2500050,4.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
51,26,2500051,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
52,26,2500052,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
53,27,2500053,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
54,27,2500054,8.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
55,28,2500055,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
56,28,2500056,4.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
57,29,2500057,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
58,29,2500058,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
59,30,2500059,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
60,30,2500060,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
61,31,2500061,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
62,31,2500062,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
63,32,2500063,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
64,32,2500064,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
65,33,2500065,4.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
66,33,2500066,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
67,34,2500067,7.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
68,34,2500068,8.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
69,35,2500069,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
70,35,2500070,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
71,36,2500071,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
72,36,2500072,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
73,37,2500073,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
74,37,2500074,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
75,38,2500075,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
76,38,2500076,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
77,39,2500077,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
78,39,2500078,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
79,40,2500079,13.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
80,40,2500080,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
81,41,2500081,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
82,41,2500082,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
83,42,2500083,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
84,42,2500084,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
85,43,2500085,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
86,43,2500086,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
87,44,2500087,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
88,44,2500088,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
89,45,2500089,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
90,45,2500090,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
91,46,2500091,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
92,46,2500092,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
93,47,2500093,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
94,47,2500094,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
95,48,2500095,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
96,48,2500096,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
97,49,2500097,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
98,49,2500098,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
99,50,2500099,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
100,50,2500100,15.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
101,51,2500101,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
102,51,2500102,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
103,52,2500103,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
104,52,2500104,13.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
105,53,2500105,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
106,53,2500106,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
107,54,2500107,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
108,54,2500108,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
109,55,2500109,7.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
110,55,2500110,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
111,56,2500111,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
112,56,2500112,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
113,57,2500113,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
114,57,2500114,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
115,58,2500115,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
116,58,2500116,4.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
117,59,2500117,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
118,59,2500118,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
119,60,2500119,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
120,60,2500120,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
121,61,2500121,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
122,61,2500122,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
123,62,2500123,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
124,62,2500124,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
125,63,2500125,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
126,63,2500126,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
127,64,2500127,14.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
128,64,2500128,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
129,65,2500129,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
130,65,2500130,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
131,66,2500131,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
132,66,2500132,15.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
133,67,2500133,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
134,67,2500134,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
135,68,2500135,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
136,68,2500136,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
137,69,2500137,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
138,69,2500138,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
139,70,2500139,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
140,70,2500140,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
141,71,2500141,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
142,71,2500142,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
143,72,2500143,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
144,72,2500144,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
145,73,2500145,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
146,73,2500146,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
147,74,2500147,14.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
148,74,2500148,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
149,75,2500149,15.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
150,75,2500150,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
151,76,2500151,13.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
152,76,2500152,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
153,77,2500153,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
154,77,2500154,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
155,78,2500155,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
156,78,2500156,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
157,79,2500157,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
158,79,2500158,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
159,80,2500159,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
160,80,2500160,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
161,81,2500161,4.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
162,81,2500162,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
163,82,2500163,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
164,82,2500164,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
165,83,2500165,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
166,83,2500166,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
167,84,2500167,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
168,84,2500168,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
169,85,2500169,8.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
170,85,2500170,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
171,86,2500171,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
172,86,2500172,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
173,87,2500173,4.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
174,87,2500174,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
175,88,2500175,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
176,88,2500176,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
177,89,2500177,14.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
178,89,2500178,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
179,90,2500179,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
180,90,2500180,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
181,91,2500181,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
182,91,2500182,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
183,92,2500183,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
184,92,2500184,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
185,93,2500185,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
186,93,2500186,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
187,94,2500187,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
188,94,2500188,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
189,95,2500189,12.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
190,95,2500190,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
191,96,2500191,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
192,96,2500192,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
193,97,2500193,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
194,97,2500194,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
195,98,2500195,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
196,98,2500196,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
197,99,2500197,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
198,99,2500198,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
199,100,2500199,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
200,100,2500200,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
201,101,2500201,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
202,101,2500202,14.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
203,102,2500203,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
204,102,2500204,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
205,103,2500205,3.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
206,103,2500206,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
207,104,2500207,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
208,104,2500208,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
209,105,2500209,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
210,105,2500210,1.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
211,106,2500211,13.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
212,106,2500212,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
213,107,2500213,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
214,107,2500214,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
215,108,2500215,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
216,108,2500216,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
217,109,2500217,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
218,109,2500218,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
219,110,2500219,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
220,110,2500220,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
221,111,2500221,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
222,111,2500222,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
223,112,2500223,12.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
224,112,2500224,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
225,113,2500225,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
226,113,2500226,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
227,114,2500227,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
228,114,2500228,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
229,115,2500229,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
230,115,2500230,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
231,116,2500231,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
232,116,2500232,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
233,117,2500233,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
234,117,2500234,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
235,118,2500235,8.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
236,118,2500236,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
237,119,2500237,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
238,119,2500238,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
239,120,2500239,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
240,120,2500240,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
241,121,2500241,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
242,121,2500242,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
243,122,2500243,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
244,122,2500244,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
245,123,2500245,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
246,123,2500246,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
247,124,2500247,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
248,124,2500248,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
249,125,2500249,10.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
250,125,2500250,2.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
251,126,2500251,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
252,126,2500252,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
253,127,2500253,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
254,127,2500254,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
255,128,2500255,11.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
256,128,2500256,12.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
257,129,2500257,10.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
258,129,2500258,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
259,130,2500259,12.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
260,130,2500260,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
261,131,2500261,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
262,131,2500262,5.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
263,132,2500263,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
264,132,2500264,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
265,133,2500265,11.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
266,133,2500266,7.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
267,134,2500267,0.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
268,134,2500268,15.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
269,135,2500269,15.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
270,135,2500270,4.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
271,136,2500271,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
272,136,2500272,7.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
273,137,2500273,8.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
274,137,2500274,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
275,138,2500275,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
276,138,2500276,6.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
277,139,2500277,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
278,139,2500278,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
279,140,2500279,4.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
280,140,2500280,3.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
281,141,2500281,5.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
282,141,2500282,13.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
283,142,2500283,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
284,142,2500284,6.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
285,143,2500285,14.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
286,143,2500286,0.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
287,144,2500287,9.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
288,144,2500288,2.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
289,145,2500289,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
290,145,2500290,8.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
291,146,2500291,4.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
292,146,2500292,9.00,0,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
293,147,2500293,1.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
294,147,2500294,7.00,1,available,,,"2025-07-13 21:37:08","2025-07-13 21:37:08"
