id,collection_id,name,sku,description,size,hs_code,cost_price,sale_price,discount_percentage,discount_active,tax_percentage,status,created_at,updated_at
17,1,"Khadija M",rh003m,"Royal Heritage collection - Khadija design in M size",M,6204.49.00,5200.00,8559.00,2.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
18,1,"Khadija L",rh003l,"Royal Heritage collection - Khadija design in L size",L,6204.41.00,4737.00,8804.00,11.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
19,1,"Khadija XL",rh003xl,"Royal Heritage collection - Khadija design in XL size",XL,6204.51.00,5066.00,8098.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
20,1,"Khadija XXL",rh003xxl,"Royal Heritage collection - Khadija design in XXL size",XXL,6204.52.00,5172.00,7683.00,8.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
21,1,"Khadija unstitched",rh003unstitched,"Royal Heritage collection - Khadija design in unstitched size",unstitched,6204.51.00,4981.00,8977.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
22,1,"Maryam XS",rh004xs,"Royal Heritage collection - Maryam design in XS size",XS,6204.31.00,4913.00,8576.00,7.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
23,1,"Maryam S",rh004s,"Royal Heritage collection - Maryam design in S size",S,6204.32.00,5343.00,6498.00,5.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
24,1,"Maryam M",rh004m,"Royal Heritage collection - Maryam design in M size",M,6204.41.00,5353.00,7274.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
25,1,"Maryam L",rh004l,"Royal Heritage collection - Maryam design in L size",L,6204.63.00,4950.00,8845.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
26,1,"Maryam XL",rh004xl,"Royal Heritage collection - Maryam design in XL size",XL,6204.63.00,4375.00,6060.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
27,1,"Maryam XXL",rh004xxl,"Royal Heritage collection - Maryam design in XXL size",XXL,6204.59.00,5877.00,7808.00,4.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
28,1,"Maryam unstitched",rh004unstitched,"Royal Heritage collection - Maryam design in unstitched size",unstitched,6204.62.00,4077.00,8894.00,5.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
29,1,"Zainab XS",rh005xs,"Royal Heritage collection - Zainab design in XS size",XS,6204.61.00,5286.00,6280.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
30,1,"Zainab S",rh005s,"Royal Heritage collection - Zainab design in S size",S,6204.62.00,5191.00,6432.00,12.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
31,1,"Zainab M",rh005m,"Royal Heritage collection - Zainab design in M size",M,6204.64.00,5852.00,8085.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
32,1,"Zainab L",rh005l,"Royal Heritage collection - Zainab design in L size",L,6204.51.00,5632.00,7972.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
33,1,"Zainab XL",rh005xl,"Royal Heritage collection - Zainab design in XL size",XL,6204.44.00,4556.00,6935.00,12.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
34,1,"Zainab XXL",rh005xxl,"Royal Heritage collection - Zainab design in XXL size",XXL,6204.49.00,5303.00,6936.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
35,1,"Zainab unstitched",rh005unstitched,"Royal Heritage collection - Zainab design in unstitched size",unstitched,6204.31.00,5612.00,8261.00,20.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
36,1,"Ruqayyah XS",rh006xs,"Royal Heritage collection - Ruqayyah design in XS size",XS,6204.31.00,4045.00,6875.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
37,1,"Ruqayyah S",rh006s,"Royal Heritage collection - Ruqayyah design in S size",S,6204.62.00,5746.00,7080.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
38,1,"Ruqayyah M",rh006m,"Royal Heritage collection - Ruqayyah design in M size",M,6204.59.00,4024.00,8033.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
39,1,"Ruqayyah L",rh006l,"Royal Heritage collection - Ruqayyah design in L size",L,6204.52.00,4122.00,8762.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
40,1,"Ruqayyah XL",rh006xl,"Royal Heritage collection - Ruqayyah design in XL size",XL,6204.63.00,5372.00,8639.00,14.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
41,1,"Ruqayyah XXL",rh006xxl,"Royal Heritage collection - Ruqayyah design in XXL size",XXL,6204.61.00,4846.00,8561.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
42,1,"Ruqayyah unstitched",rh006unstitched,"Royal Heritage collection - Ruqayyah design in unstitched size",unstitched,6204.41.00,5199.00,8243.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
43,1,"Umm Kulthum XS",rh007xs,"Royal Heritage collection - Umm Kulthum design in XS size",XS,6204.42.00,5303.00,7804.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
44,1,"Umm Kulthum S",rh007s,"Royal Heritage collection - Umm Kulthum design in S size",S,6204.44.00,5768.00,7763.00,7.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
45,1,"Umm Kulthum M",rh007m,"Royal Heritage collection - Umm Kulthum design in M size",M,6204.49.00,5227.00,7681.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
46,1,"Umm Kulthum L",rh007l,"Royal Heritage collection - Umm Kulthum design in L size",L,6204.52.00,4377.00,8520.00,3.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
47,1,"Umm Kulthum XL",rh007xl,"Royal Heritage collection - Umm Kulthum design in XL size",XL,6204.51.00,5953.00,8246.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
48,1,"Umm Kulthum XXL",rh007xxl,"Royal Heritage collection - Umm Kulthum design in XXL size",XXL,6204.52.00,4775.00,8827.00,5.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
49,1,"Umm Kulthum unstitched",rh007unstitched,"Royal Heritage collection - Umm Kulthum design in unstitched size",unstitched,6204.51.00,5210.00,6382.00,15.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
50,1,"Safiyyah XS",rh008xs,"Royal Heritage collection - Safiyyah design in XS size",XS,6204.63.00,5695.00,6156.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
51,1,"Safiyyah S",rh008s,"Royal Heritage collection - Safiyyah design in S size",S,6204.59.00,5649.00,7325.00,15.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
52,1,"Safiyyah M",rh008m,"Royal Heritage collection - Safiyyah design in M size",M,6204.51.00,5003.00,8181.00,8.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
53,1,"Safiyyah L",rh008l,"Royal Heritage collection - Safiyyah design in L size",L,6204.63.00,5546.00,6287.00,4.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
54,1,"Safiyyah XL",rh008xl,"Royal Heritage collection - Safiyyah design in XL size",XL,6204.63.00,4995.00,7559.00,8.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
55,1,"Safiyyah XXL",rh008xxl,"Royal Heritage collection - Safiyyah design in XXL size",XXL,6204.62.00,4587.00,8467.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
56,1,"Safiyyah unstitched",rh008unstitched,"Royal Heritage collection - Safiyyah design in unstitched size",unstitched,6204.43.00,5164.00,8738.00,11.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
57,1,"Hafsa XS",rh009xs,"Royal Heritage collection - Hafsa design in XS size",XS,6204.32.00,5144.00,6406.00,11.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
58,1,"Hafsa S",rh009s,"Royal Heritage collection - Hafsa design in S size",S,6204.51.00,4681.00,6375.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
59,1,"Hafsa M",rh009m,"Royal Heritage collection - Hafsa design in M size",M,6204.51.00,5246.00,6170.00,11.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
60,1,"Hafsa L",rh009l,"Royal Heritage collection - Hafsa design in L size",L,6204.64.00,5530.00,8074.00,0.00,0,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
61,1,"Hafsa XL",rh009xl,"Royal Heritage collection - Hafsa design in XL size",XL,6204.32.00,5305.00,8098.00,20.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
62,1,"Hafsa XXL",rh009xxl,"Royal Heritage collection - Hafsa design in XXL size",XXL,6204.32.00,4909.00,7637.00,16.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
63,1,"Hafsa unstitched",rh009unstitched,"Royal Heritage collection - Hafsa design in unstitched size",unstitched,6204.44.00,4807.00,7214.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
64,1,"Juwayriyya XS",rh010xs,"Royal Heritage collection - Juwayriyya design in XS size",XS,6204.31.00,5837.00,6730.00,2.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
65,1,"Juwayriyya S",rh010s,"Royal Heritage collection - Juwayriyya design in S size",S,6204.49.00,5998.00,6112.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
66,1,"Juwayriyya M",rh010m,"Royal Heritage collection - Juwayriyya design in M size",M,6204.32.00,5151.00,8392.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
67,1,"Juwayriyya L",rh010l,"Royal Heritage collection - Juwayriyya design in L size",L,6204.52.00,5028.00,8730.00,4.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
68,1,"Juwayriyya XL",rh010xl,"Royal Heritage collection - Juwayriyya design in XL size",XL,6204.43.00,4857.00,7257.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
69,1,"Juwayriyya XXL",rh010xxl,"Royal Heritage collection - Juwayriyya design in XXL size",XXL,6204.42.00,4925.00,6166.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
70,1,"Juwayriyya unstitched",rh010unstitched,"Royal Heritage collection - Juwayriyya design in unstitched size",unstitched,6204.42.00,4802.00,8280.00,11.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
71,1,"Maymunah XS",rh011xs,"Royal Heritage collection - Maymunah design in XS size",XS,6204.59.00,4541.00,8014.00,20.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
72,1,"Maymunah S",rh011s,"Royal Heritage collection - Maymunah design in S size",S,6204.52.00,4331.00,7214.00,18.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
73,1,"Maymunah M",rh011m,"Royal Heritage collection - Maymunah design in M size",M,6204.49.00,4163.00,7859.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
74,1,"Maymunah L",rh011l,"Royal Heritage collection - Maymunah design in L size",L,6204.69.00,4627.00,8333.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
75,1,"Maymunah XL",rh011xl,"Royal Heritage collection - Maymunah design in XL size",XL,6204.61.00,4577.00,7272.00,18.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
76,1,"Maymunah XXL",rh011xxl,"Royal Heritage collection - Maymunah design in XXL size",XXL,6204.51.00,5295.00,6338.00,3.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
77,1,"Maymunah unstitched",rh011unstitched,"Royal Heritage collection - Maymunah design in unstitched size",unstitched,6204.42.00,4639.00,7065.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
78,1,"Zaynab XS",rh012xs,"Royal Heritage collection - Zaynab design in XS size",XS,6204.62.00,4434.00,6784.00,12.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
79,1,"Zaynab S",rh012s,"Royal Heritage collection - Zaynab design in S size",S,6204.31.00,5240.00,8214.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
80,1,"Zaynab M",rh012m,"Royal Heritage collection - Zaynab design in M size",M,6204.64.00,5333.00,8843.00,16.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
81,1,"Zaynab L",rh012l,"Royal Heritage collection - Zaynab design in L size",L,6204.51.00,4229.00,7813.00,6.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
82,1,"Zaynab XL",rh012xl,"Royal Heritage collection - Zaynab design in XL size",XL,6204.61.00,4494.00,7044.00,7.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
83,1,"Zaynab XXL",rh012xxl,"Royal Heritage collection - Zaynab design in XXL size",XXL,6204.61.00,4168.00,7764.00,10.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
84,1,"Zaynab unstitched",rh012unstitched,"Royal Heritage collection - Zaynab design in unstitched size",unstitched,6204.32.00,5085.00,7272.00,4.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
85,1,"Sawdah XS",rh013xs,"Royal Heritage collection - Sawdah design in XS size",XS,6204.61.00,5612.00,7206.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
86,1,"Sawdah S",rh013s,"Royal Heritage collection - Sawdah design in S size",S,6204.43.00,4907.00,8435.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
87,1,"Sawdah M",rh013m,"Royal Heritage collection - Sawdah design in M size",M,6204.32.00,5315.00,8974.00,13.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
88,1,"Sawdah L",rh013l,"Royal Heritage collection - Sawdah design in L size",L,6204.49.00,5415.00,8080.00,4.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
89,1,"Sawdah XL",rh013xl,"Royal Heritage collection - Sawdah design in XL size",XL,6204.44.00,4745.00,7519.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
90,1,"Sawdah XXL",rh013xxl,"Royal Heritage collection - Sawdah design in XXL size",XXL,6204.59.00,5617.00,6863.00,3.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
91,1,"Sawdah unstitched",rh013unstitched,"Royal Heritage collection - Sawdah design in unstitched size",unstitched,6204.52.00,5028.00,8593.00,9.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
92,1,"Ramlah XS",rh014xs,"Royal Heritage collection - Ramlah design in XS size",XS,6204.31.00,5175.00,7044.00,15.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
93,1,"Ramlah S",rh014s,"Royal Heritage collection - Ramlah design in S size",S,6204.61.00,4331.00,6924.00,12.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
94,1,"Ramlah M",rh014m,"Royal Heritage collection - Ramlah design in M size",M,6204.51.00,5349.00,7020.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
95,1,"Ramlah L",rh014l,"Royal Heritage collection - Ramlah design in L size",L,6204.42.00,5841.00,8328.00,0.00,0,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
96,1,"Ramlah XL",rh014xl,"Royal Heritage collection - Ramlah design in XL size",XL,6204.49.00,5817.00,6128.00,10.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
97,1,"Ramlah XXL",rh014xxl,"Royal Heritage collection - Ramlah design in XXL size",XXL,6204.32.00,4157.00,8359.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
98,1,"Ramlah unstitched",rh014unstitched,"Royal Heritage collection - Ramlah design in unstitched size",unstitched,6204.49.00,5341.00,8314.00,3.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
99,1,"Asma XS",rh015xs,"Royal Heritage collection - Asma design in XS size",XS,6204.69.00,4870.00,7583.00,19.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
100,1,"Asma S",rh015s,"Royal Heritage collection - Asma design in S size",S,6204.42.00,4026.00,8773.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
101,1,"Asma M",rh015m,"Royal Heritage collection - Asma design in M size",M,6204.69.00,4773.00,6470.00,17.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
102,1,"Asma L",rh015l,"Royal Heritage collection - Asma design in L size",L,6204.49.00,4269.00,8800.00,1.00,1,18.00,active,"2025-07-13 21:33:56","2025-07-13 21:33:56"
103,1,"Asma XL",rh015xl,"Royal Heritage collection - Asma design in XL size",XL,6204.32.00,4341.00,7394.00,8.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
104,1,"Asma XXL",rh015xxl,"Royal Heritage collection - Asma design in XXL size",XXL,6204.69.00,5753.00,8093.00,7.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
105,1,"Asma unstitched",rh015unstitched,"Royal Heritage collection - Asma design in unstitched size",unstitched,6204.62.00,5597.00,6801.00,10.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
106,1,"Ayesha XS",rh016xs,"Royal Heritage collection - Ayesha design in XS size",XS,6204.69.00,5682.00,7129.00,9.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
107,1,"Ayesha S",rh016s,"Royal Heritage collection - Ayesha design in S size",S,6204.43.00,4971.00,6215.00,16.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
108,1,"Ayesha M",rh016m,"Royal Heritage collection - Ayesha design in M size",M,6204.49.00,4565.00,7509.00,13.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
109,1,"Ayesha L",rh016l,"Royal Heritage collection - Ayesha design in L size",L,6204.42.00,4494.00,7949.00,2.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
110,1,"Ayesha XL",rh016xl,"Royal Heritage collection - Ayesha design in XL size",XL,6204.52.00,5962.00,6743.00,3.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
111,1,"Ayesha XXL",rh016xxl,"Royal Heritage collection - Ayesha design in XXL size",XXL,6204.32.00,5547.00,6815.00,10.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
112,1,"Ayesha unstitched",rh016unstitched,"Royal Heritage collection - Ayesha design in unstitched size",unstitched,6204.32.00,5760.00,8239.00,8.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
113,2,"Aisha XS",mf001xs,"Modern Fusion collection - Aisha design in XS size",XS,6204.43.00,5418.00,7261.00,11.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
114,2,"Aisha S",mf001s,"Modern Fusion collection - Aisha design in S size",S,6204.31.00,4901.00,7656.00,9.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
115,2,"Aisha M",mf001m,"Modern Fusion collection - Aisha design in M size",M,6204.62.00,3876.00,7830.00,14.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
116,2,"Aisha L",mf001l,"Modern Fusion collection - Aisha design in L size",L,6204.32.00,5055.00,6444.00,10.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
117,2,"Aisha XL",mf001xl,"Modern Fusion collection - Aisha design in XL size",XL,6204.42.00,5211.00,6031.00,5.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
118,2,"Aisha XXL",mf001xxl,"Modern Fusion collection - Aisha design in XXL size",XXL,6204.59.00,3882.00,7643.00,12.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
119,2,"Aisha unstitched",mf001unstitched,"Modern Fusion collection - Aisha design in unstitched size",unstitched,6204.44.00,5005.00,6674.00,16.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
120,2,"Fatima XS",mf002xs,"Modern Fusion collection - Fatima design in XS size",XS,6204.31.00,5390.00,8371.00,3.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
121,2,"Fatima S",mf002s,"Modern Fusion collection - Fatima design in S size",S,6204.52.00,3686.00,8209.00,18.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
122,2,"Fatima M",mf002m,"Modern Fusion collection - Fatima design in M size",M,6204.62.00,3645.00,6443.00,2.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
123,2,"Fatima L",mf002l,"Modern Fusion collection - Fatima design in L size",L,6204.41.00,4554.00,5746.00,19.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
124,2,"Fatima XL",mf002xl,"Modern Fusion collection - Fatima design in XL size",XL,6204.69.00,3713.00,8462.00,10.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
125,2,"Fatima XXL",mf002xxl,"Modern Fusion collection - Fatima design in XXL size",XXL,6204.64.00,4223.00,7126.00,9.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
126,2,"Fatima unstitched",mf002unstitched,"Modern Fusion collection - Fatima design in unstitched size",unstitched,6204.41.00,3984.00,7109.00,2.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
127,2,"Khadija XS",mf003xs,"Modern Fusion collection - Khadija design in XS size",XS,6204.49.00,4145.00,6512.00,11.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
128,2,"Khadija S",mf003s,"Modern Fusion collection - Khadija design in S size",S,6204.62.00,4795.00,6731.00,9.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
129,2,"Khadija M",mf003m,"Modern Fusion collection - Khadija design in M size",M,6204.64.00,4111.00,7108.00,3.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
130,2,"Khadija L",mf003l,"Modern Fusion collection - Khadija design in L size",L,6204.41.00,5408.00,6275.00,8.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
131,2,"Khadija XL",mf003xl,"Modern Fusion collection - Khadija design in XL size",XL,6204.44.00,3712.00,7342.00,17.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
132,2,"Khadija XXL",mf003xxl,"Modern Fusion collection - Khadija design in XXL size",XXL,6204.42.00,5294.00,6760.00,11.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
133,2,"Khadija unstitched",mf003unstitched,"Modern Fusion collection - Khadija design in unstitched size",unstitched,6204.62.00,4905.00,6802.00,17.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
134,2,"Maryam XS",mf004xs,"Modern Fusion collection - Maryam design in XS size",XS,6204.63.00,3652.00,6420.00,8.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
135,2,"Maryam S",mf004s,"Modern Fusion collection - Maryam design in S size",S,6204.51.00,3541.00,5779.00,15.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
136,2,"Maryam M",mf004m,"Modern Fusion collection - Maryam design in M size",M,6204.61.00,5060.00,5654.00,8.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
137,2,"Maryam L",mf004l,"Modern Fusion collection - Maryam design in L size",L,6204.43.00,5209.00,7797.00,14.00,1,18.00,active,"2025-07-13 21:33:57","2025-07-13 21:33:57"
