id,collection_id,name,sku,description,size,cost_price,sale_price,discount_percentage,discount_active,tax_percentage,status
78,2,Amethyst,TSP-25410-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
79,2,Amethyst,TSP-25410-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
80,2,Olive Luxe,TSP-25510-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
81,2,Olive Luxe,TSP-25510-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
82,2,Olive Luxe,TSP-25510-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
83,2,Olive Luxe,TSP-25510-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
84,2,Aqua Mist,TSP-25610-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
85,2,Aqua Mist,TSP-25610-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
86,2,Aqua Mist,TSP-25610-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
87,2,Aqua Mist,TSP-25610-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
88,2,Mahogany,TSP-25710-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
89,2,Mahogany,TSP-25710-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
90,2,Mahogany,TSP-25710-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
91,2,Mahogany,TSP-25710-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
92,3,Zafira,TSZL-25711-S,2-PIECE Jaquard,S,6950.00,6950.00,0.00,0,0.00,active
93,3,Zafira,TSZL-25711-M,2-PIECE Jaquard,M,6950.00,6950.00,0.00,0,0.00,active
94,3,Zafira,TSZL-25711-L,2-PIECE Jaquard,L,6950.00,6950.00,0.00,0,0.00,active
95,3,Zafira,TSZL-25711-XL,2-PIECE Jaquard,XL,6950.00,6950.00,0.00,0,0.00,active
96,3,Rameen,TSZL-25712-S,2-PIECE Jaquard,S,6950.00,6950.00,0.00,0,0.00,active
97,3,Rameen,TSZL-25712-M,2-PIECE Jaquard,M,6950.00,6950.00,0.00,0,0.00,active
98,3,Rameen,TSZL-25712-L,2-PIECE Jaquard,L,6950.00,6950.00,0.00,0,0.00,active
99,3,Rameen,TSZL-25712-XL,2-PIECE Jaquard,XL,6950.00,6950.00,0.00,0,0.00,active
100,4,Off White,TSE-25910-L,Trouser,L,2450.00,2450.00,0.00,0,0.00,active
101,5,White,TSE-25810-S,Trouser,S,1590.00,1590.00,0.00,0,0.00,active
102,6,Magenta,TSML-250701-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
103,6,Magenta,TSML-250701-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
104,6,Magenta,TSML-250701-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
105,6,Magenta,TSML-250701-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
106,6,Ruby Red,TSML-250702-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
107,6,Ruby Red,TSML-250702-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
108,6,Ruby Red,TSML-250702-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
109,6,Ruby Red,TSML-250702-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
110,7,Merve,FCZ-08-S,ZUMRA LUXE,S,22999.00,22999.00,0.00,0,0.00,active
111,7,Merve,FCZ-08-M,ZUMRA LUXE,M,22999.00,22999.00,0.00,0,0.00,active
112,7,Merve,FCZ-08-L,ZUMRA LUXE,L,22999.00,22999.00,0.00,0,0.00,active
113,7,Merve,FCZ-08-XL,ZUMRA LUXE,XL,22999.00,22999.00,0.00,0,0.00,active
114,6,Zest Green,TSML-250703-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
115,6,Zest Green,TSML-250703-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
116,6,Zest Green,TSML-250703-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
117,6,Zest Green,TSML-250703-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
118,6,Velvet Plum,TSML-250704-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
119,6,Velvet Plum,TSML-250704-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
120,6,Velvet Plum,TSML-250704-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
121,6,Velvet Plum,TSML-250704-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
122,6,Oceanic Jade,TSML-250705-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
123,6,Oceanic Jade,TSML-250705-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
124,6,Oceanic Jade,TSML-250705-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
125,6,Oceanic Jade,TSML-250705-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
126,6,Aqua Bloom,TSML-250706-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
127,6,Aqua Bloom,TSML-250706-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
128,6,Aqua Bloom,TSML-250706-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
129,6,Aqua Bloom,TSML-250706-XL,MONAR LUXE,XL,13450.00,13450.00,0.00,0,0.00,active
130,6,Midnight,TSML-250707-S,MONAR LUXE,S,13450.00,13450.00,0.00,0,0.00,active
131,6,Midnight,TSML-250707-M,MONAR LUXE,M,13450.00,13450.00,0.00,0,0.00,active
132,6,Midnight,TSML-250707-L,MONAR LUXE,L,13450.00,13450.00,0.00,0,0.00,active
133,8,Linaah (Frock),FW25-0601-S,1 PCS FROCK,S,5990.00,5990.00,0.00,0,0.00,active
134,8,Linaah (Frock),FW25-0601-M,1 PCS FROCK,M,5990.00,5990.00,0.00,0,0.00,active
135,8,Linaah (Frock),FW25-0601-L,1 PCS FROCK,L,5990.00,5990.00,0.00,0,0.00,active
136,8,Linaah (Frock),FW25-0601-XL,1 PCS FROCK,XL,5990.00,5990.00,0.00,0,0.00,active
137,8,Inaaya (Western),FW25-01001-S,2 PCS WESTERN,S,7550.00,7550.00,0.00,0,0.00,active
138,8,Inaaya (Western),FW25-01001-M,2 PCS WESTERN,M,7550.00,7550.00,0.00,0,0.00,active
139,8,Inaaya (Western),FW25-01001-L,2 PCS WESTERN,L,7550.00,7550.00,0.00,0,0.00,active
140,8,Inaaya (Western),FW25-01001-XL,2 PCS WESTERN,XL,7550.00,7550.00,0.00,0,0.00,active
