BarCode,Product Name,SKU,Collection,SIZE,Sale Price,Cost Price,Collection Description,Collection Discount,Tax Percentage,STATUS
5071502016,Aleeza XL,FW25-0160,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502017,Sereneh S,FW25-0140,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502018,Sereneh M,FW25-0140,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502019,Sereneh L,FW25-0140,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502020,Sereneh XL,FW25-0140,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502021,Sereneh S,FW25-0140,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502022,Sereneh M,FW25-0140,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502023,Sereneh L,FW25-0140,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502024,Sereneh XL,FW25-0140,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502025,Aabroo S,FW25-0130,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502026,Aabroo M,FW25-0130,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502027,Aabroo L,FW25-0130,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502028,Aabroo XL,FW25-0130,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502033,Elaya S,FW25-0120,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502034,Elaya M,FW25-0120,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502035,Elaya L,FW25-0120,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502036,Elaya XL,FW25-0120,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502037,Elaya S,FW25-0120,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502038,Elaya M,FW25-0120,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502039,Elaya L,FW25-0120,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502040,Elaya XL,FW25-0120,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502041,Naaz S,FW25-0110,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502042,Naaz M,FW25-0110,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502043,Naaz L,FW25-0110,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502044,Naaz XL,FW25-0110,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502045,Naaz S,FW25-0110,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502046,Naaz M,FW25-0110,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502047,Naaz L,FW25-0110,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502048,Naaz XL,FW25-0110,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502049,Inaaya S,FW25-0100,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502050,Inaaya M,FW25-0100,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502051,Inaaya L,FW25-0100,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502052,Inaaya XL,FW25-0100,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502053,Inaaya S,FW25-0100,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502054,Inaaya M,FW25-0100,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502055,Inaaya L,FW25-0100,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502056,Inaaya XL,FW25-0100,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502057,Yalina S,FW25-090,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502058,Yalina M,FW25-090,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502059,Yalina L,FW25-090,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502060,Yalina XL,FW25-090,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502061,Yalina S,FW25-090,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502062,Yalina M,FW25-090,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502063,Yalina L,FW25-090,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502064,Yalina XL,FW25-090,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502065,Zareen S,FW25-080,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502066,Zareen M,FW25-080,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502067,Zareen L,FW25-080,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502068,Zareen XL,FW25-080,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502069,Zareen S,FW25-080,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502070,Zareen M,FW25-080,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502071,Zareen L,FW25-080,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502072,Zareen XL,FW25-080,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502073,Silaah S,FW25-070,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502074,Silaah M,FW25-070,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502075,Silaah L,FW25-070,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502076,Silaah XL,FW25-070,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502077,Silaah S,FW25-070,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502078,Silaah M,FW25-070,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502080,Silaah XL,FW25-070,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502081,Linaah S,FW25-060,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502082,Linaah M,FW25-060,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502083,Linaah L,FW25-060,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502084,Linaah XL,FW25-060,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502085,Linaah S,FW25-060,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502086,Linaah M,FW25-060,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502087,Linaah L,FW25-060,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502088,Linaah XL,FW25-060,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502089,Cyana S,FW25-050,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502090,Cyana M,FW25-050,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502091,Cyana L,FW25-050,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502092,Cyana XL,FW25-050,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502093,Cyana S,FW25-050,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502094,Cyana M,FW25-050,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502095,Cyana L,FW25-050,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502096,Cyana XL,FW25-050,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502097,Meher S,FW25-040,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502098,Meher M,FW25-040,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502099,Meher L,FW25-040,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502100,Meher XL,FW25-040,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502101,Meher S,FW25-040,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502102,Meher M,FW25-040,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502103,Meher L,FW25-040,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502104,Meher XL,FW25-040,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502105,Avelyn S,FW25-030,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502106,Avelyn M,FW25-030,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502107,Avelyn L,FW25-030,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502108,Avelyn XL,FW25-030,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502109,Avelyn S,FW25-030,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502110,Avelyn M,FW25-030,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502111,Avelyn L,FW25-030,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502112,Avelyn XL,FW25-030,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502113,Zayrah S,FW25-02,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502114,Zayrah M,FW25-02,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502115,Zayrah L,FW25-02,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502116,Zayrah XL,FW25-02,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502121,Nura S,FW25-01,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502122,Nura M,FW25-01,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502123,Nura L,FW25-01,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502124,Nura XL,FW25-01,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502125,Nura S,FW25-01,FUSION WAVES,S,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502126,Nura M,FW25-01,FUSION WAVES,M,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502127,Nura L,FW25-01,FUSION WAVES,L,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502128,Nura XL,FW25-01,FUSION WAVES,XL,"  6,250 ","  6,250 ",2-PIECE PRINT,35%,0%,ACTIVE
5071502129,Sahara Gold S,TSP-25110,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502130,Sahara Gold M,TSP-25110,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502131,Sahara Gold L,TSP-25110,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502132,Sahara Gold XL,TSP-25110,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502133,Sahara Gold S,TSP-25110,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502134,Sahara Gold M,TSP-25110,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502135,Sahara Gold L,TSP-25110,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502136,Sahara Gold XL,TSP-25110,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502137,Noir S,TSP-25210,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502138,Noir M,TSP-25210,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502139,Noir L,TSP-25210,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502140,Noir XL,TSP-25210,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502141,Noir S,TSP-25210,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502142,Noir M,TSP-25210,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502143,Noir L,TSP-25210,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502144,Noir XL,TSP-25210,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502145,Midnight Haze S,TSP-25310,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502146,Midnight Haze M,TSP-25310,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502147,Midnight Haze L,TSP-25310,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502148,Midnight Haze XL,TSP-25310,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502149,Midnight Haze S,TSP-25310,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502150,Midnight Haze M,TSP-25310,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502151,Midnight Haze L,TSP-25310,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502152,Midnight Haze XL,TSP-25310,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502153,Amethyst S,TSP-25410,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502154,Amethyst M,TSP-25410,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502155,Amethyst L,TSP-25410,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502156,Amethyst XL,TSP-25410,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502157,Amethyst S,TSP-25410,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502158,Amethyst M,TSP-25410,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502159,Amethyst L,TSP-25410,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502160,Amethyst XL,TSP-25410,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502161,Olive Luxe S,TSP-25510,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502162,Olive Luxe M,TSP-25510,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502163,Olive Luxe L,TSP-25510,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502164,Olive Luxe XL,TSP-25510,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502165,Olive Luxe S,TSP-25510,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502166,Olive Luxe M,TSP-25510,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502167,Olive Luxe L,TSP-25510,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502168,Olive Luxe XL,TSP-25510,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502169,Aqua Mist S,TSP-25610,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502170,Aqua Mist M,TSP-25610,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502171,Aqua Mist L,TSP-25610,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502172,Aqua Mist XL,TSP-25610,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502173,Aqua Mist S,TSP-25610,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502174,Aqua Mist M,TSP-25610,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502175,Aqua Mist L,TSP-25610,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502176,Aqua Mist XL,TSP-25610,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502177,Mahogany S,TSP-25710,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502178,Mahogany M,TSP-25710,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502179,Mahogany L,TSP-25710,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502180,Mahogany XL,TSP-25710,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502181,Mahogany S,TSP-25710,Palette,S,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502182,Mahogany M,TSP-25710,Palette,M,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502183,Mahogany L,TSP-25710,Palette,L,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502184,Mahogany XL,TSP-25710,Palette,XL,"  5,250 ","  5,250 ",2-PIECE SOLID,35%,0%,ACTIVE
5071502185,Zafira S,TSZL-25711,Zar,S,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502186,Zafira M,TSZL-25711,Zar,M,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502187,Zafira L,TSZL-25711,Zar,L,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502188,Zafira XL,TSZL-25711,Zar,XL,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502189,Zafira S,TSZL-25711,Zar,S,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502190,Zafira M,TSZL-25711,Zar,M,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502191,Zafira L,TSZL-25711,Zar,L,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502192,Zafira XL,TSZL-25711,Zar,XL,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502193,Rameen S,TSZL-25712,Zar,S,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502194,Rameen M,TSZL-25712,Zar,M,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502195,Rameen L,TSZL-25712,Zar,L,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502196,Rameen XL,TSZL-25712,Zar,XL,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502197,Rameen S,TSZL-25712,Zar,S,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502198,Rameen M,TSZL-25712,Zar,M,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502199,Rameen L,TSZL-25712,Zar,L,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502200,Rameen XL,TSZL-25712,Zar,XL,"  6,950 ","  6,950 ",2-PIECE Jaquard,35%,0%,ACTIVE
5071502201,Off White L,TSE-25910,ESSENTIAL LUXE,L,"  2,450 ","  2,450 ",Trouser,35%,0%,ACTIVE
5071502202,Off White L,TSE-25910,ESSENTIAL LUXE,L,"  2,450 ","  2,450 ",Trouser,35%,0%,ACTIVE
5071502203,Off White L,TSE-25910,ESSENTIAL LUXE,L,"  2,450 ","  2,450 ",Trouser,35%,0%,ACTIVE
5071502204,Off White L,TSE-25910,ESSENTIAL LUXE,L,"  2,450 ","  2,450 ",Trouser,35%,0%,ACTIVE
5071502205,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502206,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502207,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502208,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502209,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502210,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502211,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502212,White S,TSE-25810,ESSENTIAL,S,"  1,590 ","  1,590 ",Trouser,35%,0%,ACTIVE
5071502213,Magenta  S,TSML-250701,Shireen,S,"  13,450 ","  13,450 ",MONAR LUXE,35%,0%,ACTIVE
5071502214,Magenta  M,TSML-250701,Shireen,M,"  13,450 ","  13,450 ",MONAR LUXE,35%,0%,ACTIVE
5071502215,Magenta  L,TSML-250701,Shireen,L,"  13,450 ","  13,450 ",MONAR LUXE,35%,0%,ACTIVE
5071502216,Magenta  XL,TSML-250701,Shireen,XL,"  13,450 ","  13,450 ",MONAR LUXE,35%,0%,ACTIVE
5071502217,Magenta  S,TSML-250701,Shireen,S,"  13,450 ","  13,450 ",MONAR LUXE,35%,0%,ACTIVE
